,3prime,tAI,max_5_UTR_length,TCGA-AO-A0J6,TCGA-AO-A0J6.1
IGFBP3,1605.0,0.43060006,132.0,2.26557,0.233953882
IGFBP7,558.0,0.392734536,34.0,-1.926722,0.791120939
IKBKE,745.0,0.435100597,714.0,1.027839,0.317077338
IL16,3965.0,0.367979445,2395.0,-1.124604,0.077510138
IL17RA,5874.0,0.376798811,133.0,-0.751167,0.038949482
IL1RN,1145.0,0.411881061,408.0,0.567523,-0.441036168
IL4I1,16.0,0.4139018,621.0,1.026809,-0.486876518
ILF2,656.0,0.426220446,239.0,0.676752,-0.373139738
IMPA2,2898.0,0.383680893,242.0,0.565269,-0.78125524
INO80,5209.0,0.374025479,351.0,-0.527504,-0.923612204
INPP1,263.0,0.395712795,700.0,1.551999,0.71711453
INPP5D,1195.0,0.436077769,512.0,-0.14317,-0.07874271
INSR,4801.0,0.380857973,411.0,0.909849,0.10239562
IPO5,2508.0,0.381335948,180.0,-0.845588,-0.162208257
IRF7,92.0,0.423538356,367.0,0.130444,-0.517201096
IRF8,1327.0,0.384714127,507.0,0.225936,-0.376849335
IRF9,369.0,0.432057622,127.0,-0.143129,-0.114245892
IRGQ,7659.0,0.399674011,156.0,0.179661,-0.209400069
ISCU,607.0,0.454630229,1331.0,-0.452362,0.040523919
ISG15,62.0,0.419522688,77.0,1.280751,-0.831301069
ISG20,952.0,0.419932377,2368.0,0.772645,-0.108160916
ISOC1,1056.0,0.418535314,18.0,-1.652113,-0.316555299
ITGB2,415.0,0.457304004,395.0,0.905046,-0.3577176
ITPKB,2981.0,0.440250717,340.0,-1.367445,0.355324826
JUNB,496.0,0.414023332,276.0,-0.606337,0.086252019
JUP,157.0,0.458302936,298.0,-0.093227,-0.499614009
KANK2,2291.0,0.394238955,361.0,-1.596202,1.547283609
KARS,4202.0,0.383913431,144.0,0.807628,-0.24787769
KDM1A,327.0,0.428444011,149.0,-0.325138,-0.21778987
KDM2A,3716.0,0.372295488,864.0,-0.003356,-0.330605889
KDM2B,2488.0,0.393022165,407.0,0.882407,-0.342454621
KDM3B,1327.0,0.37791414,200.0,0.723713,-0.055469146
KDM4A,1148.0,0.378142374,166.0,0.6541,0.217623031
KHSRP,1024.0,0.456900489,110.0,0.508298,-0.328958
KIAA2013,727.0,0.385456054,191.0,-0.173623,0.035562226
KIF20A,757.0,0.371463873,496.0,2.130094,-0.876657533
KIF22,75.0,0.392489541,388.0,-0.065173,-0.05681709
KIF2C,588.0,0.387865377,395.0,1.971488,-0.052040904
KIF3B,3792.0,0.390782105,180.0,-0.104777,-0.094534265
KIF3C,2392.0,0.403852971,657.0,1.165759,-0.055138932
KIF5B,3198.0,0.418236129,470.0,-0.400976,-0.243452968
KLHL7,3616.0,0.41595405,521.0,1.152145,0.719296305
KTI12,594.0,0.370414154,39.0,0.645149,0.374692356
LAMP1,1311.0,0.390985106,281.0,-0.921835,-0.079117947
LANCL2,2422.0,0.433733517,578.0,-0.966077,-0.395019809
LAP3,503.0,0.426841798,162.0,1.895528,-0.068413235
LDHD,1826.0,0.398770776,52.0,-4.822572,0.435924556
LENG1,560.0,0.445950324,48.0,-0.723687,-0.159290863
LGALS3,159.0,0.420172221,88.0,-0.152639,0.001318872
LGALS3BP,1225.0,0.419930622,179.0,1.46097,0.202473509
LGALS9,641.0,0.410654931,118.0,1.481357,0.203528369
LIN54,4893.0,0.441729058,383.0,0.391945,0.518670137
LPCAT1,2228.0,0.380803123,133.0,0.753464,-0.499143657
LPXN,1776.0,0.432350833,254.0,0.328014,-0.310734145
LRPPRC,2376.0,0.377375074,58.0,0.028902,-0.454057351
LRRC25,843.0,0.434491636,642.0,0.480613,0.966968757
LRRC41,465.0,0.438391248,44.0,0.808213,-0.190495158
LRRC59,1755.0,0.423067849,236.0,1.095972,-0.775110054
LSM1,486.0,0.409616526,410.0,1.384902,0.194498003
LSM6,1871.0,0.435100303,139.0,1.921655,-0.016350169
LTA4H,391.0,0.355044638,145.0,0.938081,-0.220754498
LYN,4058.0,0.418972994,282.0,2.739252,0.039442453
LYPLAL1,1137.0,0.3973742,157.0,0.149167,0.251324047
LYRM4,6830.0,0.366844497,217.0,-0.767852,0.071931913
LYSMD2,596.0,0.394037378,501.0,0.721623,-0.085987268
M6PR,1457.0,0.379162834,275.0,0.010051,-0.455617179
MAD2L1,4528.0,0.407191351,124.0,1.811912,-0.508158843
MAFB,2032.0,0.405989564,390.0,-1.240162,0.695256475
MAGED2,327.0,0.466698843,233.0,-1.870304,-0.40656149
MAGOH,153.0,0.416054235,162.0,1.304613,-0.082018513
MAN2B1,128.0,0.381728903,76.0,0.785414,-0.167517784
MANF,717.0,0.420319188,97.0,0.096159,-0.363553285
MAP4K1,170.0,0.374128007,140.0,0.662188,0.043504404
MARCKSL1,768.0,0.468216312,206.0,-0.147838,-0.940178525
MAX,2676.0,0.337149475,479.0,-0.766065,-0.45200655
MBD2,3723.0,0.420256858,229.0,0.678188,0.10928269
MBP,4041.0,0.393290432,264.0,0.123457,2.861647044
MCM2,662.0,0.460999542,110.0,1.006885,-0.76604847
MCM4,2618.0,0.371821308,942.0,0.293896,-0.599185724
MCM5,3214.0,0.470488076,94.0,0.842688,-0.830318885
MDC1,658.0,0.415783633,440.0,0.634629,-0.409358896
MDH1,210.0,0.381672323,435.0,-0.025129,0.240688767
ME1,1535.0,0.411214685,265.0,0.710547,0.738547365
ME3,171.0,0.395156177,377.0,0.997545,0.973529918
MECR,1365.0,0.445670958,612.0,0.193779,0.373915087
MED17,2631.0,0.366528813,275.0,1.024951,-0.009539264
MED19,934.0,0.439623042,93.0,0.291604,-0.024636429
MED28,10307.0,0.440157501,27.0,0.494195,0.259176803
MED29,4550.0,0.464327351,57.0,-0.024331,-0.453705896
MEF2C,6848.0,0.41426337,654.0,-1.854714,0.497091195
MEN1,824.0,0.454590692,504.0,0.199539,-0.310361175
METTL13,961.0,0.396264071,347.0,-0.390131,0.072275707
MGST3,1295.0,0.374563048,428.0,0.763661,-0.54025032
MIF4GD,787.0,0.397877071,137.0,0.8625,0.221229293
MINK1,774.0,0.455972684,525.0,0.982911,-0.142814334
MIS12,1334.0,0.420723459,745.0,0.08574,-0.135658686
MLEC,5319.0,0.43043384,173.0,0.254682,-0.841488126
MLLT10,2252.0,0.36295117,1568.0,0.479277,1.763619201
MLX,1636.0,0.386664187,65.0,0.335994,0.363483017
MMACHC,1852.0,0.382684622,371.0,1.429005,0.515643872
MMADHC,5382.0,0.406207656,205.0,-0.357162,0.409697418
MMGT1,4451.0,0.406300672,388.0,0.905948,-0.436778851
MMP1,502.0,0.392399458,189.0,4.890734,-0.418209409
MMP14,1722.0,0.419367787,285.0,-1.613441,-0.016191786
MMP9,193.0,0.404253633,19.0,-0.168725,-0.241271361
MORC3,2052.0,0.406702124,375.0,-0.570669,-0.037207753
MORF4L1,1066.0,0.420719378,454.0,-0.130826,-0.588967436
MOV10,619.0,0.412681236,1415.0,0.574745,-0.383864817
MPDU1,797.0,0.440676037,216.0,-0.501541,-0.605620152
MPHOSPH10,87.0,0.404440607,352.0,0.393266,-0.360940865
MRI1,2018.0,0.459301832,75.0,-0.728218,-0.154504556
MRPL13,1075.0,0.395373051,313.0,0.127343,-0.158891569
MRPL15,1888.0,0.407701507,63.0,0.702313,-0.141787985
MRPL16,212.0,0.368940255,214.0,0.461271,-0.351615439
MRPL17,6554.0,0.424450505,105.0,0.960053,-0.04172923
MRPL2,580.0,0.458698472,164.0,0.703063,-0.22177928
MRPL20,187.0,0.445765675,96.0,-0.434226,-0.39043492
MRPL21,55.0,0.417448467,293.0,0.170452,-0.04778951
MRPL27,2133.0,0.436300758,31.0,0.071364,-0.478030338
MRPL40,113.0,0.406843086,653.0,-0.299277,0.021928462
MRPL46,1889.0,0.422788385,25.0,-0.478236,-0.148703462
MRPL48,1284.0,0.368940255,212.0,0.270334,-0.136431838
MRPL51,2069.0,0.35376587,169.0,0.245248,-0.349511872
MRPL53,198.0,0.441261883,155.0,-0.376167,-0.180597084
MRPL9,407.0,0.432679379,437.0,0.712249,0.093005208
MRPS11,2793.0,0.477818717,1491.0,-0.351281,-0.027773733
MRPS15,468.0,0.440649404,164.0,1.221853,-0.761958859
MRPS17,1334.0,0.413812124,30.0,0.552661,-0.342607462
MRPS18B,936.0,0.408462865,157.0,0.172008,-0.226232718
MRPS36,933.0,0.3748339,84.0,-0.818756,0.267770671
MRPS7,453.0,0.455992019,233.0,0.993831,-0.605877006
MSI2,5168.0,0.366385762,173.0,-1.139923,-0.371068045
MSTO1,694.0,0.421389639,1152.0,1.140414,-0.012593809
MT1E,291.0,0.588704726,179.0,0.217722,-1.05103993
MT2A,316.0,0.576670685,123.0,0.596001,-1.9410025
MTA2,684.0,0.459443446,761.0,-0.133657,-0.076239738
MTFMT,1550.0,0.414190941,26.0,-0.343249,0.078811883
MTHFS,1663.0,0.434592403,179.0,-0.210725,-0.886072846
MTMR1,2442.0,0.424163835,319.0,1.121154,0.001527149
MTMR14,421.0,0.371137969,151.0,0.529313,0.181045056
MVP,50.0,0.435053297,193.0,0.033089,0.124722489
MX1,456.0,0.433488503,982.0,2.528953,-0.593697802
MX2,1812.0,0.430094961,104.0,0.610429,-0.142731013
MYADM,2833.0,0.384589896,681.0,-0.002183,-0.073744202
MYCBP,3972.0,0.381803634,73.0,0.376653,-0.308386149
MYL12A,812.0,0.453450746,478.0,-0.292405,0.023628781
MYO18A,3647.0,0.395788337,484.0,0.885138,-0.219520269
MYO9B,1401.0,0.398943925,152.0,-0.100764,-0.020178708
N6AMT1,5137.0,0.427535625,28.0,0.239662,0.111964181
NAA40,3212.0,0.389371031,261.0,0.551208,0.425581919
NAB1,2433.0,0.361024962,572.0,0.07521,0.519936909
NADK,1672.0,0.3959688,563.0,-0.867333,0.248456648
NADSYN1,464.0,0.447848979,126.0,0.155562,0.022935805
NAGK,1297.0,0.42527382,474.0,-0.033311,-0.216898649
NANS,37.0,0.458552255,132.0,0.588856,-0.21610067
NAPA,1862.0,0.477781443,318.0,-0.619475,0.141719272
NAT10,4915.0,0.387474071,245.0,0.593643,-0.415051285
NBAS,140.0,0.414580543,44.0,0.547526,-0.010034514
NCALD,2767.0,0.374888213,460.0,-0.495445,0.553964376
NCAPD3,2971.0,0.431957579,606.0,0.054903,0.151260945
NCAPG2,3501.0,0.41630572,200.0,1.005355,0.012096146
NCF1,2381.0,0.415579251,70.0,1.462229,-0.034892277
NCK2,1267.0,0.457831152,276.0,0.207359,0.336453247
NCKIPSD,4981.0,0.449411541,126.0,-0.124039,0.320581899
NCOA5,1332.0,0.416761948,402.0,-0.139335,-0.273482504
NCOA7,3259.0,0.404217869,470.0,0.105631,0.47648285
NDC80,61.0,0.356199389,182.0,1.511084,-0.412573732
NDRG2,841.0,0.376266446,941.0,0.430693,0.350761424
NDUFA4,1685.0,0.439642808,129.0,0.474141,-0.649773667
NEU1,667.0,0.413226082,156.0,0.304014,-0.11288706
NFATC2IP,3242.0,0.412267479,15.0,-0.469202,-0.037924004
NFKB1,708.0,0.4099683,467.0,1.058737,0.035523917
NFKB2,153.0,0.424806573,563.0,2.036774,-0.279387045
NFKBIE,1053.0,0.409138176,25.0,2.333523,-0.273504726
NGDN,1255.0,0.423783924,27.0,-0.519439,-0.264955038
NGRN,1679.0,0.414477409,50.0,-0.845331,0.131293745
NINJ1,5217.0,0.455972644,71.0,0.430162,1.208288174
NIP7,1593.0,0.443769116,318.0,1.075946,-0.357445818
NIT2,2351.0,0.432361565,74.0,0.770655,0.084330173
NMNAT3,2689.0,0.397393877,1228.0,0.184448,0.115293562
NMT1,3377.0,0.454689408,31.0,0.198766,-0.326147928
NONO,1092.0,0.432928506,710.0,0.018345,-0.319119302
NOP14,912.0,0.38067473,187.0,-0.321055,-0.622777147
NOP2,785.0,0.393538298,198.0,1.050016,-0.880006425
NOTCH2,6062.0,0.409327653,297.0,0.250047,0.195291272
NPTN,1068.0,0.388989686,197.0,-1.042757,0.221184041
NR2C2,6271.0,0.390767743,362.0,-0.138452,-0.023583009
NRBF2,883.0,0.43605128,224.0,0.891901,0.01085499
NRF1,1901.0,0.447602651,500.0,-0.543795,-0.057918006
NRGN,833.0,0.413631862,152.0,-0.093998,1.5047478
NRP1,3846.0,0.416817106,523.0,0.114929,0.80708375
NSFL1C,1587.0,0.42738001,868.0,-0.031264,-0.17871505
NSMAF,602.0,0.358586884,214.0,1.014664,0.379458462
NTAN1,178.0,0.344459601,320.0,0.665235,0.265849407
NUBP1,246.0,0.455923678,142.0,0.095519,0.21248454
NUCKS1,5461.0,0.359398328,271.0,-0.458268,-0.389796833
NUDC,716.0,0.476401948,127.0,-0.204385,-0.5547507
NUDT16,5489.0,0.428387545,75.0,-0.166031,0.297049108
NUMA1,663.0,0.474508115,436.0,-0.505434,-0.354595237
NUP93,5678.0,0.382018893,495.0,1.149374,-0.299400094
NXF1,2943.0,0.375826754,136.0,-0.617148,0.01284921
OCIAD2,4872.0,0.363821488,322.0,0.802957,-0.469423682
OGDH,1071.0,0.396078149,159.0,-0.199455,0.3441946
OPA3,7233.0,0.475004358,100.0,0.116022,-0.577804987
OSBPL2,2363.0,0.383456763,571.0,-0.180585,-0.040474487
OSBPL5,1099.0,0.381371042,158.0,-0.28677,0.164925826
OVCA2,792.0,0.429983078,65.0,0.573318,-0.051520853
P2RX4,573.0,0.442596273,304.0,0.043035,-0.612541224
PAAF1,509.0,0.376143366,341.0,-0.512264,-0.018304025
PACSIN2,1591.0,0.413490434,405.0,0.615964,0.013504474
PARK7,451.0,0.457171775,163.0,-0.551807,-0.055676626
PARP1,769.0,0.460215809,171.0,-0.008928,-0.504041847
PARP10,332.0,0.422654659,200.0,0.351383,-0.030960759
PARP12,816.0,0.416480622,874.0,0.663255,0.10488553
PARP14,2243.0,0.414355918,59.0,1.735172,-0.17276427
PARP9,451.0,0.418102187,327.0,0.887373,-0.036546141
PARVG,2043.0,0.383803232,484.0,0.17342,-0.019237263
PBK,750.0,0.413339119,464.0,1.151034,-0.545260489
PCNA,338.0,0.425000199,239.0,0.373218,-0.762366074
PDAP1,2007.0,0.464659554,134.0,0.569238,-0.792846484
PDCD2,155.0,0.440448783,111.0,-0.485578,0.029308485
PDCD2L,48.0,0.433436103,33.0,0.39168,-0.200072815
PDCD6IP,3211.0,0.388727459,158.0,0.302678,-0.012521322
PDHA1,2054.0,0.402514578,145.0,1.580016,0.29098111
PDHB,2974.0,0.442593378,43.0,-0.012153,0.319337625
PDLIM1,357.0,0.379179626,233.0,-0.608664,0.831943764
PDXDC1,2055.0,0.375670185,335.0,0.266131,-0.203541846
PDXK,6244.0,0.398158884,198.0,1.790956,0.104340471
PEBP1,796.0,0.360152166,326.0,-0.593389,0.172889614
PEF1,769.0,0.441759403,424.0,-0.613949,0.104807182
PELO,5222.0,0.385240523,985.0,0.610248,0.05774532
PEPD,395.0,0.450896903,133.0,-0.233134,0.289937316
PEX16,585.0,0.43213601,312.0,0.289614,-0.435121812
PEX6,946.0,0.370078344,93.0,0.342783,0.254242583
PEX7,2294.0,0.407005497,102.0,-0.893642,0.587466046
PFDN5,124.0,0.497062947,117.0,-1.129565,0.066054323
PFDN6,574.0,0.470152145,222.0,0.645647,-0.072545682
PGM1,570.0,0.393980016,681.0,1.469697,0.52476286
PHB,988.0,0.45268542,190.0,0.579441,-0.234486694
PHF10,104.0,0.365149381,79.0,-1.149642,0.191873776
PI4K2A,2692.0,0.385068362,57.0,0.063124,0.120022318
PIAS1,3626.0,0.396022529,741.0,-0.843897,0.321833522
PIK3AP1,3866.0,0.407313024,128.0,2.020176,-0.379651845
PIR,205.0,0.385796208,485.0,2.219192,0.338383315
PITPNC1,4686.0,0.369070722,874.0,-0.184561,-0.391234284
PLA2G4C,585.0,0.406173977,398.0,-0.313042,-0.101508118
PLA2G7,1187.0,0.402486321,269.0,0.469655,0.541498481
PLAUR,323.0,0.418467601,226.0,0.752453,0.001162805
PLCB2,818.0,0.468984469,301.0,-0.365142,0.128600772
PLCG1,3987.0,0.454806205,121.0,-0.695268,0.08584654
PLD4,273.0,0.377985619,192.0,-3.545609,0.853006421
PLEKHO1,5192.0,0.424698037,839.0,-0.304532,0.148151634
PLEKHO2,2119.0,0.429714475,134.0,-0.342959,0.194667374
PLSCR1,10376.0,0.415598704,388.0,1.422265,-0.345548301
PML,3324.0,0.431306474,140.0,0.70431,-0.105819269
POLR1C,1131.0,0.439933821,86.0,0.550433,-0.142773069
POLR1D,1469.0,0.427162265,456.0,-0.506559,-0.408936045
POLR2F,1600.0,0.47244007,250.0,1.361285,-0.642832815
POLR2H,1065.0,0.427596015,1167.0,1.799656,-0.442990381
POLR3H,3481.0,0.444306047,388.0,0.619956,0.200951637
POLR3K,1023.0,0.473025152,46.0,-0.145701,0.224346756
PPA2,660.0,0.432735716,20.0,0.9765,-0.210228156
PPIE,4556.0,0.446406574,56.0,1.003849,-0.112175707
PPIL1,1921.0,0.453832883,252.0,0.762333,-0.665153224
PPP1R14B,282.0,0.457456004,268.0,0.679774,-0.145063465
PPP1R3G,2923.0,0.390061911,0.0,-0.721399,1.095092834
PRC1,1136.0,0.367783806,234.0,0.155864,-0.217559445
PRCC,357.0,0.381841119,290.0,0.960853,-0.252010212
PRDX1,303.0,0.414090753,341.0,0.594433,-0.347204237
PRDX6,944.0,0.433706552,51.0,0.081761,0.274172267
PREB,658.0,0.378530018,403.0,1.320583,-0.153251916
PREP,579.0,0.425974009,233.0,-0.115312,-0.23459389
PRG4,784.0,0.366727173,51.0,-7.606996,1.037421208
PRIM2,1166.0,0.350864643,125.0,0.956371,-0.183825386
PRKAB1,1305.0,0.365943644,289.0,-0.657365,0.121658538
PRKAR2A,5019.0,0.427443141,254.0,-1.026291,0.41923223
PRKCB,5795.0,0.38010529,197.0,-0.281435,-0.09202135
PRKCD,451.0,0.404392693,469.0,-0.962079,-0.129991395
PRKRA,683.0,0.420894136,659.0,-0.039137,-0.052548249
PRKRIP1,3224.0,0.453589322,55.0,-0.013784,-0.51145045
PRMT5,393.0,0.386451423,508.0,-0.378888,-0.179465505
PRMT7,3655.0,0.450088803,850.0,0.518416,0.150558946
PROCR,549.0,0.357872186,218.0,-0.775271,1.221341489
PRPS1,3908.0,0.466551451,409.0,0.157619,-0.228916386
PRPSAP1,2056.0,0.390811115,688.0,0.604663,0.033194473
PRRC1,3173.0,0.409170839,188.0,-0.955992,-0.383008424
PSMA5,2997.0,0.446573967,225.0,0.880987,-0.041220515
PSMA6,187.0,0.423632682,445.0,-0.378255,-0.318601891
PSMB10,58.0,0.455018511,128.0,1.86441,-0.184642457
PSMB2,3775.0,0.389848815,412.0,1.553473,-0.028270297
PSMB8,242.0,0.411206622,522.0,1.498988,-0.195672166
PSMB9,5497.0,0.431095699,69.0,2.615096,0.141153897
PSMC3,66.0,0.485654947,194.0,0.35803,0.005884622
PSMD11,2567.0,0.390095635,61.0,1.276448,-0.039276056
PSMD13,384.0,0.437236365,242.0,1.254552,-0.093376282
PSMD8,450.0,0.458928351,52.0,0.357193,-0.197152091
PSME2,53.0,0.443656162,65.0,0.807005,-0.513662129
PSMG1,5308.0,0.427553471,578.0,1.026073,-0.311998312
PSTPIP2,1923.0,0.429639796,96.0,1.447184,-0.250473786
PTBP1,1504.0,0.473818895,106.0,0.001307,-0.065369265
PTDSS1,3765.0,0.367954205,423.0,0.318842,-7.03e-05
PTGS1,3346.0,0.37260918,633.0,-0.84218,0.08528219
PTP4A1,3419.0,0.421202001,1153.0,0.099091,-0.209795348
PTPMT1,1899.0,0.450492628,193.0,-0.308509,0.009235423
PTPN18,2185.0,0.381656528,101.0,-0.434639,-0.082788336
PTPN7,1593.0,0.440747449,781.0,1.57114,0.029022539
PTPRE,2994.0,0.426620112,1843.0,0.241335,0.425657415
PTPRF,4571.0,0.452810321,356.0,1.45931,-0.12322994
PTRH2,3186.0,0.370743372,1544.0,0.390048,-0.662178473
PWWP2B,819.0,0.424412275,29.0,-0.062251,-0.101867662
PYCR2,578.0,0.474148407,230.0,-0.247549,-0.428373944
PYGL,175.0,0.392036998,127.0,-0.347715,0.767580446
QARS,97.0,0.458996209,396.0,-0.628739,-0.145960939
RAB11FIP1,4277.0,0.380614122,56.0,1.840224,-0.131220615
RAB12,1120.0,0.38483812,283.0,0.553895,0.155504414
RAB21,5246.0,0.435367738,267.0,-0.285297,0.075730002
RAB31,3231.0,0.437498832,175.0,-2.023631,-0.000743072
RAB35,2172.0,0.408841719,189.0,0.377309,-0.433101329
RAB7A,1376.0,0.419395127,232.0,0.241171,-0.371694477
RAB8B,4163.0,0.425956778,96.0,-0.689626,-0.21814535
RAB9A,1716.0,0.417525007,283.0,2.843138,0.173407701
RABGGTA,77.0,0.387342734,512.0,-0.320424,0.022488093
RABGGTB,440.0,0.409412379,78.0,1.448003,0.193975812
RABIF,4760.0,0.447399225,159.0,-0.488019,-0.082512306
RACGAP1,1895.0,0.366370127,354.0,0.055145,-0.464298092
RAD9A,924.0,0.444046557,185.0,-0.033588,0.28484898
RAE1,1112.0,0.432613552,365.0,0.132228,-0.144083476
RAI1,1472.0,0.455620822,469.0,0.336209,-0.218603463
RAN,2043.0,0.442855294,361.0,0.677397,-0.231875251
RANBP10,3359.0,0.379453562,1256.0,0.007348,-0.101046074
RANGAP1,3145.0,0.481547647,765.0,0.515338,-0.267864321
RAPGEF1,2727.0,0.425793135,159.0,0.328155,-0.148258736
RARS,114.0,0.423508657,41.0,0.897797,-0.123333796
RASGRP4,985.0,0.374724859,214.0,-0.42271,0.821772101
RBBP4,6506.0,0.404056961,164.0,-0.897586,-0.578704626
RBBP5,3098.0,0.421849625,474.0,-0.48648,0.019735254
RBKS,251.0,0.392307233,1371.0,-0.041802,-0.213883814
RBM12,3599.0,0.375183789,304.0,-0.530262,-0.258362316
RBM14,3443.0,0.468008211,139.0,-0.186277,-0.46540127
RBM4B,5277.0,0.396841232,170.0,-0.101871,0.374787224
RBMX,1201.0,0.353737079,210.0,-0.134971,-0.351704935
RBPJ,4223.0,0.4178224,518.0,0.762912,0.125369146
RBX1,821.0,0.46562919,52.0,0.060637,-0.208393776
RC3H1,7637.0,0.410085914,87.0,-0.928962,-0.388897508
RCCD1,1773.0,0.374130224,280.0,-0.103096,0.605173749
RCOR1,4070.0,0.439565312,228.0,-1.123035,-0.262462876
REEP4,591.0,0.460338979,469.0,0.274134,-0.449367917
REEP5,2962.0,0.457536941,144.0,-1.388346,-0.479421534
RELB,408.0,0.418226182,131.0,2.106478,0.204343707
REPIN1,2683.0,0.45080531,489.0,-0.370748,-0.812985696
RFC4,89.0,0.411167541,282.0,1.900471,-0.259433931
RFK,1882.0,0.429285662,357.0,0.191943,0.236825995
RFX5,1546.0,0.386685917,221.0,1.55186,-0.305301124
RFXAP,1850.0,0.421314391,156.0,0.463185,0.443652848
RHBDF2,740.0,0.423256567,294.0,1.907938,-0.358289024
RHOT2,568.0,0.454546166,881.0,-0.806643,-0.294081226
RNASE2,179.0,0.384567964,71.0,1.717447,-0.183586728
RNASEH1,4369.0,0.404567903,700.0,2.394583,0.541967839
RNASEH2B,3930.0,0.37625722,399.0,-0.197259,-0.241690494
RNASET2,1070.0,0.374792559,407.0,-1.162548,-0.142145587
RNF114,1751.0,0.459950313,36.0,0.324916,-0.332850433
RNF167,289.0,0.375291206,776.0,0.482979,-0.00978905
RNF20,5226.0,0.396317502,92.0,0.166021,-0.220298546
RNF213,5288.0,0.417718743,150.0,1.298262,-0.419566105
RNF216,2819.0,0.430061571,259.0,1.265145,0.173547674
RNF25,102.0,0.375620157,88.0,-0.662137,-0.327926923
RNF31,88.0,0.389352607,358.0,-0.273925,0.179483217
RNLS,1252.0,0.416402283,135.0,-0.374596,0.555790534
RNMT,4581.0,0.415128602,241.0,0.25776,-0.296067255
RNPEP,463.0,0.447181346,896.0,-0.221287,-0.179199061
RPA1,2907.0,0.381710028,170.0,0.548044,-0.262251464
RPA2,639.0,0.400070522,793.0,-0.66204,-0.115870534
RPAIN,471.0,0.394698889,570.0,0.184897,-0.043611705
RPL11,461.0,0.442317923,45.0,-0.815006,-0.279154498
RPL14,5208.0,0.496792394,133.0,-0.712782,-0.542145633
RPL23,3146.0,0.464880603,90.0,-0.289221,-0.107495624
RPL26,53.0,0.427802183,389.0,0.380116,-1.393816538
RPL31,1260.0,0.451994935,87.0,-1.223634,-0.525324362
RPL34,1350.0,0.436455219,198.0,0.661621,-0.574909632
RPL5,1058.0,0.451564158,75.0,0.130896,-0.502489805
RPL7,1077.0,0.460258279,707.0,0.75119,-0.625935205
RPS11,373.0,0.483080585,92.0,0.004636,-0.376115245
RPS24,4247.0,0.430653047,142.0,0.025346,-0.49069045
RPS25,109.0,0.467193878,63.0,-0.476602,-0.829242283
RPS27A,743.0,0.450449292,321.0,0.272184,-0.694431381
RPS3A,306.0,0.426765211,80.0,1.105469,-0.384453125
RPS4X,629.0,0.442998752,96.0,-0.775727,-0.211289926
RPS6,2723.0,0.413925579,42.0,0.045497,-0.496900425
RPS6KA1,828.0,0.389798854,163.0,-0.173322,-0.312001993
RPS6KA4,735.0,0.38455359,226.0,1.0328,0.065817064
RPS7,66.0,0.428822459,109.0,1.595154,-0.364885271
RPTOR,2341.0,0.385169267,805.0,0.744561,-0.004613521
RREB1,3012.0,0.456825357,492.0,-1.228986,-0.106193937
RRM1,2304.0,0.437568848,689.0,0.52818,-0.026801956
RRP8,5071.0,0.446233376,148.0,0.455902,-0.343047292
RRS1,978.0,0.468289248,104.0,1.20738,-0.664987363
RTN3,1690.0,0.358048129,187.0,-0.213208,-0.30870592
RTN4IP1,1108.0,0.372133716,477.0,0.112985,0.046721516
RUNX1,4334.0,0.416076551,1578.0,-0.912482,0.146029432
RWDD1,6365.0,0.401367905,746.0,-0.212355,0.051267645
S100A8,71.0,0.444112716,170.0,6.089756,-1.526500666
S100A9,189.0,0.439508357,43.0,6.355189,-1.774550356
SAMD9,1815.0,0.395660052,270.0,1.286627,-0.056984996
SAMD9L,1162.0,0.396305952,1248.0,1.232701,-0.03398823
SAMM50,150.0,0.345249646,197.0,0.398834,0.08328907
SAMSN1,684.0,0.407246581,430.0,0.049978,-0.272366803
SAP18,1754.0,0.427429047,39.0,-0.680398,-0.526285353
SAP30BP,1541.0,0.449617255,257.0,0.9198,-0.244144599
SAR1A,5213.0,0.411769389,203.0,0.203435,-0.01622351
SAR1B,5806.0,0.392367964,253.0,-0.365323,-0.283946249
SARS,1054.0,0.40098191,100.0,0.662653,-0.122203349
SASH3,1369.0,0.387406112,182.0,0.403243,-0.077859702
SCAMP4,1741.0,0.472519575,351.0,-0.418076,0.055268148
SCO1,8645.0,0.407339367,61.0,0.617645,0.286852179
SDCCAG8,307.0,0.360606297,1542.0,0.205214,0.099330854
SEC11C,205.0,0.423646802,92.0,0.194576,0.018325055
SEC13,332.0,0.457264526,210.0,1.367191,-0.151543466
SEC14L1,2986.0,0.420320088,665.0,0.572602,0.077069454
SEC22A,2559.0,0.422343815,79.0,0.650857,-0.124233725
SEC24B,1221.0,0.400931805,155.0,0.824953,0.071801811
SEC24D,2115.0,0.386600041,297.0,0.88811,-0.118096941
SEC61B,270.0,0.404562259,76.0,0.493855,-0.616148702
SEMA3F,960.0,0.38837398,318.0,-2.6235,0.217521901
SEMA4A,755.0,0.412797256,345.0,0.609953,0.485676727
SEMA4D,2318.0,0.393173667,572.0,0.70147,0.434549269
SERPINA1,1707.0,0.420489385,573.0,1.144446,1.511903586
SERPINB8,2096.0,0.38524815,520.0,0.40304,0.33289301
SETMAR,321.0,0.414235412,398.0,-0.096974,0.411396122
SEZ6L2,540.0,0.431800162,245.0,1.385095,0.813381675
SF1,2419.0,0.374481437,721.0,-0.067009,-0.329889435
SF3B2,563.0,0.453902675,40.0,0.397979,-0.32220068
