,3prime,tAI,max_5_UTR_length,TCGA-A8-A08Z,TCGA-A8-A08Z.1
IMPA2,2898.0,0.383680893,242.0,-0.633238,-0.219764295
INO80,5209.0,0.374025479,351.0,0.273704,-0.657058147
INPP1,263.0,0.395712795,700.0,-0.196599,-0.428400397
INPP5D,1195.0,0.436077769,512.0,0.36028,-0.225092484
INSR,4801.0,0.380857973,411.0,0.076324,-0.177089543
IPO5,2508.0,0.381335948,180.0,0.554946,0.200757228
IRF7,92.0,0.423538356,367.0,0.394562,-0.446562597
IRF8,1327.0,0.384714127,507.0,0.773852,-0.412534564
IRF9,369.0,0.432057622,127.0,-0.813037,-0.644206702
IRGQ,7659.0,0.399674011,156.0,0.22824,0.234889548
ISCU,607.0,0.454630229,1331.0,0.015089,0.115686846
ISG15,62.0,0.419522688,77.0,-1.173091,-1.618222851
ISG20,952.0,0.419932377,2368.0,-1.450697,-0.785637475
ISOC1,1056.0,0.418535314,18.0,-0.723762,-0.178915922
ITGB2,415.0,0.457304004,395.0,2.04342,-0.379641694
ITPKB,2981.0,0.440250717,340.0,-0.423063,0.017136042
JUNB,496.0,0.414023332,276.0,0.254344,0.887382625
JUP,157.0,0.458302936,298.0,-0.300341,-0.457769313
KANK2,2291.0,0.394238955,361.0,0.691689,0.464738403
KARS,4202.0,0.383913431,144.0,-0.603174,-0.15061771
KDM1A,327.0,0.428444011,149.0,0.23323,0.233048433
KDM2A,3716.0,0.372295488,864.0,-0.097788,-0.161587188
KDM2B,2488.0,0.393022165,407.0,0.096068,-0.094981172
KDM3B,1327.0,0.37791414,200.0,0.160328,0.243038563
KDM4A,1148.0,0.378142374,166.0,0.099651,0.064101787
KHSRP,1024.0,0.456900489,110.0,0.050346,0.185277702
KIAA2013,727.0,0.385456054,191.0,-0.158174,-0.984817603
KIF20A,757.0,0.371463873,496.0,-0.133923,-0.003449395
KIF22,75.0,0.392489541,388.0,-0.380519,0.038456929
KIF2C,588.0,0.387865377,395.0,-0.319908,-0.359079799
KIF3B,3792.0,0.390782105,180.0,0.17122,0.1535131
KIF5B,3198.0,0.418236129,470.0,0.288563,0.034334989
KLHL7,3616.0,0.41595405,521.0,0.005325,0.153607449
KTI12,594.0,0.370414154,39.0,-0.455124,-0.092389298
LAMP1,1311.0,0.390985106,281.0,0.001307,-0.095582892
LANCL2,2422.0,0.433733517,578.0,-0.337355,-0.32062516
LAP3,503.0,0.426841798,162.0,-0.06465,-0.101589981
LDHD,1826.0,0.398770776,52.0,-0.380878,-0.299765863
LENG1,560.0,0.445950324,48.0,-0.31882,-0.138620459
LGALS3,159.0,0.420172221,88.0,-0.143544,-0.100036014
LGALS3BP,1225.0,0.419930622,179.0,-0.590077,-0.38687158
LGALS9,641.0,0.410654931,118.0,0.148069,0.003079946
LIN54,4893.0,0.441729058,383.0,-0.002245,0.001887489
LPCAT1,2228.0,0.380803123,133.0,-0.044122,-0.34484165
LPXN,1776.0,0.432350833,254.0,0.858535,-0.042143968
LRPPRC,2376.0,0.377375074,58.0,-0.542464,-0.581366829
LRRC25,843.0,0.434491636,642.0,1.50756,-0.279013324
LRRC41,465.0,0.438391248,44.0,-0.164743,-0.025770662
LRRC59,1755.0,0.423067849,236.0,-0.349437,-0.992969442
LSM1,486.0,0.409616526,410.0,0.272719,0.554962043
LSM6,1871.0,0.435100303,139.0,-0.08039,0.465119823
LTA4H,391.0,0.355044638,145.0,0.837157,0.139198196
LYN,4058.0,0.418972994,282.0,0.622078,-0.820722986
LYPLAL1,1137.0,0.3973742,157.0,0.159133,0.176479419
LYRM4,6830.0,0.366844497,217.0,-0.32724,0.042931634
LYSMD2,596.0,0.394037378,501.0,-0.089722,0.078811087
M6PR,1457.0,0.379162834,275.0,-0.223898,-0.628231517
MAD2L1,4528.0,0.407191351,124.0,-0.237917,0.297033601
MAFB,2032.0,0.405989564,390.0,0.435296,-0.151457956
MAGED2,327.0,0.466698843,233.0,-0.901066,-0.782166015
MAGOH,153.0,0.416054235,162.0,-0.087535,0.277472237
MAN2B1,128.0,0.381728903,76.0,0.30771,-0.133620492
MANF,717.0,0.420319188,97.0,0.329235,-0.10103832
MAP4K1,170.0,0.374128007,140.0,-0.208674,-0.275717674
MARCKSL1,768.0,0.468216312,206.0,-0.494636,-0.286382528
MAX,2676.0,0.337149475,479.0,-0.13607,0.033748135
MBD2,3723.0,0.420256858,229.0,-0.436521,0.217649974
MBP,4041.0,0.393290432,264.0,-0.182992,-0.413213031
MCM2,662.0,0.460999542,110.0,-0.388573,-0.543731351
MCM4,2618.0,0.371821308,942.0,-0.408295,-0.488187967
MCM5,3214.0,0.470488076,94.0,-0.73007,-0.692614177
MDC1,658.0,0.415783633,440.0,0.118166,0.014833569
MDH1,210.0,0.381672323,435.0,-0.442519,-0.103615724
ME1,1535.0,0.411214685,265.0,-0.670499,-0.63509823
ME3,171.0,0.395156177,377.0,-0.053142,-0.081874517
MECR,1365.0,0.445670958,612.0,-0.322415,0.043366462
MED17,2631.0,0.366528813,275.0,0.296086,0.255407388
MED19,934.0,0.439623042,93.0,-0.18313,0.405338319
MED28,10307.0,0.440157501,27.0,0.232472,0.263071829
MED29,4550.0,0.464327351,57.0,-0.370558,0.453192138
MEF2C,6848.0,0.41426337,654.0,0.515772,-0.178320377
MEN1,824.0,0.454590692,504.0,-0.035149,0.310064741
METTL13,961.0,0.396264071,347.0,0.273303,0.275778281
MGST3,1295.0,0.374563048,428.0,0.588024,-0.513512071
MIF4GD,787.0,0.397877071,137.0,-0.758354,0.133414656
MINK1,774.0,0.455972684,525.0,0.294006,0.118657524
MIS12,1334.0,0.420723459,745.0,0.405493,-0.007598582
MLEC,5319.0,0.43043384,173.0,0.13522,-0.683573411
MLLT10,2252.0,0.36295117,1568.0,0.124408,-3.010906747
MLX,1636.0,0.386664187,65.0,0.132008,0.143142001
MMACHC,1852.0,0.382684622,371.0,0.42774,0.238337525
MMADHC,5382.0,0.406207656,205.0,-0.09908,0.240565826
MMGT1,4451.0,0.406300672,388.0,-0.092677,-0.761041874
MMP1,502.0,0.392399458,189.0,-1.333047,-0.865335828
MMP14,1722.0,0.419367787,285.0,1.380505,0.079913109
MMP9,193.0,0.404253633,19.0,1.113858,-0.70834361
MORC3,2052.0,0.406702124,375.0,0.65039,0.267105836
MORF4L1,1066.0,0.420719378,454.0,0.325862,0.105067804
MOV10,619.0,0.412681236,1415.0,-0.345157,-0.040707968
MPDU1,797.0,0.440676037,216.0,-0.068004,-0.501010259
MPHOSPH10,87.0,0.404440607,352.0,0.077736,0.205367396
MRI1,2018.0,0.459301832,75.0,-0.503935,-0.137175407
MRPL13,1075.0,0.395373051,313.0,-0.545344,-0.069714498
MRPL15,1888.0,0.407701507,63.0,-0.286566,-0.118543991
MRPL16,212.0,0.368940255,214.0,-0.386294,0.041796467
MRPL17,6554.0,0.424450505,105.0,-0.28545,-0.091642448
MRPL2,580.0,0.458698472,164.0,-0.412873,-0.258173582
MRPL20,187.0,0.445765675,96.0,-0.31193,-0.016511132
MRPL21,55.0,0.417448467,293.0,-0.591117,-0.159792723
MRPL27,2133.0,0.436300758,31.0,-0.377852,0.017546519
MRPL40,113.0,0.406843086,653.0,-0.795936,-0.19028112
MRPL46,1889.0,0.422788385,25.0,-0.01892,0.017762436
MRPL48,1284.0,0.368940255,212.0,-0.386152,0.132157142
MRPL51,2069.0,0.35376587,169.0,-0.765118,-0.030867321
MRPL53,198.0,0.441261883,155.0,0.046175,0.008048883
MRPL9,407.0,0.432679379,437.0,0.09028,-0.089946982
MRPS11,2793.0,0.477818717,1491.0,-0.403393,-0.073729979
MRPS15,468.0,0.440649404,164.0,-0.302228,-0.139680605
MRPS17,1334.0,0.413812124,30.0,-0.313411,0.074432994
MRPS18B,936.0,0.408462865,157.0,-0.288378,0.054073293
MRPS36,933.0,0.3748339,84.0,-0.177233,-0.008018692
MRPS7,453.0,0.455992019,233.0,-0.37662,-0.05223823
MSI2,5168.0,0.366385762,173.0,0.030733,0.079133225
MSTO1,694.0,0.421389639,1152.0,0.402204,0.320224406
MT1E,291.0,0.588704726,179.0,0.438506,0.409220426
MT2A,316.0,0.576670685,123.0,-0.598312,0.088659941
MTA2,684.0,0.459443446,761.0,-0.182115,0.274358568
MTFMT,1550.0,0.414190941,26.0,0.117908,-0.086646524
MTHFS,1663.0,0.434592403,179.0,-0.618156,-0.449612909
MTMR1,2442.0,0.424163835,319.0,-0.212526,0.072132295
MTMR14,421.0,0.371137969,151.0,-0.282338,-0.080106217
MVP,50.0,0.435053297,193.0,0.219317,0.279761602
MX1,456.0,0.433488503,982.0,-1.207647,-2.157457948
MX2,1812.0,0.430094961,104.0,0.084659,-0.575664844
MYADM,2833.0,0.384589896,681.0,-0.097024,-0.28111838
MYCBP,3972.0,0.381803634,73.0,-0.336072,0.158132044
MYL12A,812.0,0.453450746,478.0,0.301615,0.113236828
MYO18A,3647.0,0.395788337,484.0,-0.156047,-0.264859153
MYO9B,1401.0,0.398943925,152.0,0.621912,-0.049637639
N6AMT1,5137.0,0.427535625,28.0,0.217799,0.185029249
NAA40,3212.0,0.389371031,261.0,-0.498708,-0.40166442
NAB1,2433.0,0.361024962,572.0,0.186636,0.177485828
NADK,1672.0,0.3959688,563.0,0.010632,-0.152890697
NADSYN1,464.0,0.447848979,126.0,-0.321719,-0.20147288
NAGK,1297.0,0.42527382,474.0,0.237087,0.04864919
NANS,37.0,0.458552255,132.0,-0.331319,0.047391905
NAPA,1862.0,0.477781443,318.0,-0.683516,0.037711012
NAT10,4915.0,0.387474071,245.0,0.164772,0.035530609
NBAS,140.0,0.414580543,44.0,0.353059,0.097245237
NCALD,2767.0,0.374888213,460.0,0.122894,-0.038719847
NCAPD3,2971.0,0.431957579,606.0,0.515202,-0.009350507
NCAPG2,3501.0,0.41630572,200.0,0.015133,-0.406839427
NCF1,2381.0,0.415579251,70.0,0.28183,-0.203952723
NCK2,1267.0,0.457831152,276.0,0.133446,0.187286187
NCKIPSD,4981.0,0.449411541,126.0,-0.308467,0.149193738
NCOA5,1332.0,0.416761948,402.0,-0.055326,0.171751837
NCOA7,3259.0,0.404217869,470.0,-0.337348,-0.118292396
NDC80,61.0,0.356199389,182.0,-0.032362,0.144000879
NDRG2,841.0,0.376266446,941.0,-1.418254,-0.83338812
NDUFA4,1685.0,0.439642808,129.0,-0.511918,-0.051244511
NEU1,667.0,0.413226082,156.0,-0.325625,-0.108129091
NFATC2IP,3242.0,0.412267479,15.0,0.37128,0.627238782
NFKB1,708.0,0.4099683,467.0,0.367531,0.295312068
NFKB2,153.0,0.424806573,563.0,0.276691,0.449296429
NFKBIE,1053.0,0.409138176,25.0,0.131395,0.033752321
NGDN,1255.0,0.423783924,27.0,0.066012,0.185561477
NGRN,1679.0,0.414477409,50.0,-0.265321,-0.027673968
NINJ1,5217.0,0.455972644,71.0,-0.142723,-0.666070602
NIP7,1593.0,0.443769116,318.0,-0.228894,-0.127047557
NIT2,2351.0,0.432361565,74.0,-0.504253,0.012820405
NMNAT3,2689.0,0.397393877,1228.0,-0.606635,-0.155427448
NMT1,3377.0,0.454689408,31.0,0.027185,0.173543232
NONO,1092.0,0.432928506,710.0,-0.03911,0.09123059
NOP14,912.0,0.38067473,187.0,0.280035,-0.046697159
NOP2,785.0,0.393538298,198.0,-0.749477,-0.609655569
NOTCH2,6062.0,0.409327653,297.0,0.930007,0.092950709
NPTN,1068.0,0.388989686,197.0,0.317194,-0.165454559
NR2C2,6271.0,0.390767743,362.0,0.47362,0.169084033
NRBF2,883.0,0.43605128,224.0,0.172287,0.011300554
NRF1,1901.0,0.447602651,500.0,0.003758,0.302216097
NRGN,833.0,0.413631862,152.0,-0.537449,0.274793096
NRP1,3846.0,0.416817106,523.0,1.080324,0.291994304
NSFL1C,1587.0,0.42738001,868.0,-0.381258,-0.023292165
NSMAF,602.0,0.358586884,214.0,0.065518,-0.131784116
NTAN1,178.0,0.344459601,320.0,0.192686,0.100682972
NUBP1,246.0,0.455923678,142.0,0.132507,0.058451644
NUCKS1,5461.0,0.359398328,271.0,0.480641,-0.085418184
NUDC,716.0,0.476401948,127.0,-0.135599,0.086096497
NUDT16,5489.0,0.428387545,75.0,0.087255,0.060053547
NUMA1,663.0,0.474508115,436.0,0.091049,0.20672146
NUP93,5678.0,0.382018893,495.0,-0.393918,0.105432888
NXF1,2943.0,0.375826754,136.0,-0.209787,0.263050742
OCIAD2,4872.0,0.363821488,322.0,-0.139935,0.061967814
OGDH,1071.0,0.396078149,159.0,-0.007995,-0.164166294
OPA3,7233.0,0.475004358,100.0,0.387599,-0.196033809
OSBPL2,2363.0,0.383456763,571.0,-0.33308,-0.223138367
OSBPL5,1099.0,0.381371042,158.0,0.524214,-0.285818526
OVCA2,792.0,0.429983078,65.0,-0.165095,0.233442952
P2RX4,573.0,0.442596273,304.0,-0.277123,-0.330732127
PAAF1,509.0,0.376143366,341.0,0.187731,0.069987715
PACSIN2,1591.0,0.413490434,405.0,-0.350567,-0.189580721
PARK7,451.0,0.457171775,163.0,-0.360335,-0.088431411
PARP1,769.0,0.460215809,171.0,0.201115,0.353176755
PARP10,332.0,0.422654659,200.0,-0.344875,-0.165045946
PARP12,816.0,0.416480622,874.0,-0.370705,-0.300323317
PARP14,2243.0,0.414355918,59.0,0.161483,-0.414085221
PARP9,451.0,0.418102187,327.0,-0.100014,-0.139014294
PARVG,2043.0,0.383803232,484.0,0.928948,0.283615939
PBK,750.0,0.413339119,464.0,-1.079688,-0.635329311
PCNA,338.0,0.425000199,239.0,-0.523194,-0.024006226
PDAP1,2007.0,0.464659554,134.0,-0.219521,-0.052238497
PDCD2,155.0,0.440448783,111.0,-0.065656,-0.444381745
PDCD2L,48.0,0.433436103,33.0,-0.29077,-0.024592124
PDCD6IP,3211.0,0.388727459,158.0,0.13001,0.179733524
PDHA1,2054.0,0.402514578,145.0,-0.09675,0.016956726
PDHB,2974.0,0.442593378,43.0,0.237536,0.065904635
PDLIM1,357.0,0.379179626,233.0,-1.91576,-0.589804518
PDXDC1,2055.0,0.375670185,335.0,-0.196207,-0.410061444
PDXK,6244.0,0.398158884,198.0,-0.270254,-0.119826594
PEBP1,796.0,0.360152166,326.0,-0.523556,0.100590427
PEF1,769.0,0.441759403,424.0,-0.404454,0.172663106
PELO,5222.0,0.385240523,985.0,0.021504,-0.022124052
PEPD,395.0,0.450896903,133.0,-0.034566,0.38694584
PEX16,585.0,0.43213601,312.0,-0.625742,0.262658777
PEX6,946.0,0.370078344,93.0,-0.277334,-0.198379692
PEX7,2294.0,0.407005497,102.0,-0.33087,0.080652636
PFDN5,124.0,0.497062947,117.0,-0.174669,0.014556014
PFDN6,574.0,0.470152145,222.0,-0.296864,0.190126433
PGM1,570.0,0.393980016,681.0,-0.15355,-0.046772864
PHB,988.0,0.45268542,190.0,-0.460494,-0.421413571
PHF10,104.0,0.365149381,79.0,0.903561,0.477090122
PI4K2A,2692.0,0.385068362,57.0,0.240705,-0.292015547
PIAS1,3626.0,0.396022529,741.0,0.222373,0.004815244
PIK3AP1,3866.0,0.407313024,128.0,1.569049,-0.230230347
PIR,205.0,0.385796208,485.0,-1.149489,-0.723278704
PITPNC1,4686.0,0.369070722,874.0,-1.020652,-0.222718518
PLA2G7,1187.0,0.402486321,269.0,2.200749,0.201379514
PLAUR,323.0,0.418467601,226.0,1.490499,-0.020736723
PLCB2,818.0,0.468984469,301.0,0.785884,-0.028036075
PLCG1,3987.0,0.454806205,121.0,-0.118619,-0.205458161
PLD4,273.0,0.377985619,192.0,-1.191363,-0.754624747
PLEKHO1,5192.0,0.424698037,839.0,0.418131,0.067348115
PLEKHO2,2119.0,0.429714475,134.0,1.03334,0.147039552
PLSCR1,10376.0,0.415598704,388.0,-0.442154,-0.783035094
PML,3324.0,0.431306474,140.0,0.095592,0.132548339
POLR1C,1131.0,0.439933821,86.0,-0.29457,0.231819367
POLR1D,1469.0,0.427162265,456.0,0.23215,0.188671579
POLR2F,1600.0,0.47244007,250.0,-0.861726,0.243718301
POLR2H,1065.0,0.427596015,1167.0,-0.524226,0.264077794
POLR3H,3481.0,0.444306047,388.0,-0.402979,0.535842755
POLR3K,1023.0,0.473025152,46.0,-0.379753,0.778654028
PPA2,660.0,0.432735716,20.0,0.096387,0.179209087
PPIE,4556.0,0.446406574,56.0,-0.192563,-0.009015575
PPIL1,1921.0,0.453832883,252.0,-0.373965,0.083369913
PPP1R14B,282.0,0.457456004,268.0,-0.095012,0.262477675
PRC1,1136.0,0.367783806,234.0,-0.177162,-0.220623742
PRCC,357.0,0.381841119,290.0,0.228747,0.553716686
PRDX1,303.0,0.414090753,341.0,-0.701329,-0.386078405
PRDX6,944.0,0.433706552,51.0,-0.467064,0.026563517
PREB,658.0,0.378530018,403.0,-0.525688,-0.479004191
PREP,579.0,0.425974009,233.0,0.23564,-0.215361016
PRG4,784.0,0.366727173,51.0,-1.40138,0.091138286
PRIM2,1166.0,0.350864643,125.0,-0.176601,-0.34330845
PRKAB1,1305.0,0.365943644,289.0,0.142859,0.002990524
PRKAR2A,5019.0,0.427443141,254.0,0.710197,0.210009804
PRKCB,5795.0,0.38010529,197.0,0.188946,-0.619337583
PRKCD,451.0,0.404392693,469.0,0.075633,-0.154460153
PRKRA,683.0,0.420894136,659.0,-0.004138,0.214306574
PRKRIP1,3224.0,0.453589322,55.0,-0.31659,0.123081447
PRMT5,393.0,0.386451423,508.0,0.111343,0.145091153
PRMT7,3655.0,0.450088803,850.0,-0.515414,-0.097894519
PROCR,549.0,0.357872186,218.0,0.243872,0.047494658
PRPS1,3908.0,0.466551451,409.0,0.054112,-0.073052574
PRPSAP1,2056.0,0.390811115,688.0,-0.307437,-0.0305655
PRRC1,3173.0,0.409170839,188.0,0.009788,-0.129337773
PSMA5,2997.0,0.446573967,225.0,-0.090973,-0.035027281
PSMA6,187.0,0.423632682,445.0,-0.377375,0.017591277
PSMB10,58.0,0.455018511,128.0,-0.26259,-0.357624224
PSMB2,3775.0,0.389848815,412.0,-0.246758,0.126387958
PSMB8,242.0,0.411206622,522.0,-0.498315,-0.211310111
PSMB9,5497.0,0.431095699,69.0,-0.801521,-0.231474672
PSMC3,66.0,0.485654947,194.0,-0.289424,0.074610885
PSMD11,2567.0,0.390095635,61.0,0.023849,-0.012526665
PSMD13,384.0,0.437236365,242.0,-0.318521,0.025494403
PSMD8,450.0,0.458928351,52.0,-0.594042,-0.027103508
PSME2,53.0,0.443656162,65.0,-0.706079,-0.432380102
PSMG1,5308.0,0.427553471,578.0,-0.171523,0.236650274
PSTPIP2,1923.0,0.429639796,96.0,0.245896,0.198292926
PTBP1,1504.0,0.473818895,106.0,-0.208561,0.198775488
PTDSS1,3765.0,0.367954205,423.0,-0.427831,-0.445532778
PTGS1,3346.0,0.37260918,633.0,1.695395,-0.052344082
PTP4A1,3419.0,0.421202001,1153.0,-0.38611,-0.455270961
PTPMT1,1899.0,0.450492628,193.0,-0.609795,-0.192958843
PTPN18,2185.0,0.381656528,101.0,-0.137545,0.425351897
PTPN7,1593.0,0.440747449,781.0,0.57031,-0.283854918
PTPRE,2994.0,0.426620112,1843.0,0.471428,-0.103613286
PTPRF,4571.0,0.452810321,356.0,0.271932,-0.276308485
PTRH2,3186.0,0.370743372,1544.0,-0.465208,-0.979259696
PWWP2B,819.0,0.424412275,29.0,-0.325681,0.047049707
PYCR2,578.0,0.474148407,230.0,-0.015792,-0.008714727
PYGL,175.0,0.392036998,127.0,1.140259,0.131769732
QARS,97.0,0.458996209,396.0,-0.090328,-0.005274657
RAB11FIP1,4277.0,0.380614122,56.0,0.116646,0.234904724
RAB12,1120.0,0.38483812,283.0,0.346287,-0.166041775
RAB21,5246.0,0.435367738,267.0,0.003657,-0.184126278
RAB31,3231.0,0.437498832,175.0,2.798941,0.563913149
RAB35,2172.0,0.408841719,189.0,0.145833,-0.393177563
RAB7A,1376.0,0.419395127,232.0,-0.013646,-0.370397361
RAB8B,4163.0,0.425956778,96.0,0.764282,-0.200187535
RAB9A,1716.0,0.417525007,283.0,-0.341088,-0.504803673
RABGGTA,77.0,0.387342734,512.0,-0.496698,-0.151506681
RABGGTB,440.0,0.409412379,78.0,0.005568,-0.073966394
RABIF,4760.0,0.447399225,159.0,0.155138,0.325730489
RACGAP1,1895.0,0.366370127,354.0,0.02883,-0.28972226
RAD9A,924.0,0.444046557,185.0,-0.482055,0.236688711
RAE1,1112.0,0.432613552,365.0,-0.212355,0.265715409
RAI1,1472.0,0.455620822,469.0,0.66469,0.151306164
RAN,2043.0,0.442855294,361.0,-0.012996,0.157418582
RANBP10,3359.0,0.379453562,1256.0,-0.290909,0.005335627
RANGAP1,3145.0,0.481547647,765.0,-0.822497,0.065643846
RAPGEF1,2727.0,0.425793135,159.0,0.195756,0.011729287
RARS,114.0,0.423508657,41.0,-0.028164,-0.003006351
RASGRP2,183.0,0.381671176,582.0,0.330722,-0.452077332
RASGRP4,985.0,0.374724859,214.0,1.307229,-0.311541224
RBBP4,6506.0,0.404056961,164.0,0.078842,0.320309924
RBBP5,3098.0,0.421849625,474.0,0.570957,0.332090796
RBKS,251.0,0.392307233,1371.0,0.249775,0.26333174
RBM12,3599.0,0.375183789,304.0,0.19334,0.2035507
RBM14,3443.0,0.468008211,139.0,-0.234223,0.222764157
RBM4B,5277.0,0.396841232,170.0,0.022048,0.207830002
RBMX,1201.0,0.353737079,210.0,0.134221,0.324673954
RBPJ,4223.0,0.4178224,518.0,0.33917,0.25491169
RBX1,821.0,0.46562919,52.0,-0.846723,0.355241672
RC3H1,7637.0,0.410085914,87.0,0.279305,0.203298316
RCCD1,1773.0,0.374130224,280.0,0.340863,0.487700478
RCOR1,4070.0,0.439565312,228.0,0.08496,0.034354801
REEP4,591.0,0.460338979,469.0,0.346685,0.073863181
REEP5,2962.0,0.457536941,144.0,-0.559776,-0.545551322
RELB,408.0,0.418226182,131.0,0.483499,0.071234964
REPIN1,2683.0,0.45080531,489.0,-0.148801,0.031544294
RFC4,89.0,0.411167541,282.0,-0.084332,-0.011472665
RFK,1882.0,0.429285662,357.0,-0.242654,-0.004482795
RFX5,1546.0,0.386685917,221.0,0.104996,0.199220372
RFXAP,1850.0,0.421314391,156.0,-0.170551,-0.241260407
RHBDF2,740.0,0.423256567,294.0,0.362358,-0.44754457
RHOT2,568.0,0.454546166,881.0,0.148181,-0.03787701
RINL,1279.0,0.357351373,413.0,0.018289,0.466277139
RNASE2,179.0,0.384567964,71.0,1.505104,-2.650312174
RNASEH1,4369.0,0.404567903,700.0,0.249613,-0.058851276
RNASEH2B,3930.0,0.37625722,399.0,-0.20335,0.17152643
RNASET2,1070.0,0.374792559,407.0,-0.169181,0.200387161
RNF114,1751.0,0.459950313,36.0,-0.40013,-0.120454475
RNF167,289.0,0.375291206,776.0,-0.13665,-0.294583289
RNF20,5226.0,0.396317502,92.0,0.219382,0.172773394
RNF213,5288.0,0.417718743,150.0,0.810273,-0.071078532
RNF216,2819.0,0.430061571,259.0,-0.017225,0.36779837
RNF25,102.0,0.375620157,88.0,-0.246876,0.119495515
RNF31,88.0,0.389352607,358.0,-0.387977,-0.003653148
RNLS,1252.0,0.416402283,135.0,0.280678,0.055029669
RNMT,4581.0,0.415128602,241.0,0.303269,0.254542632
RNPEP,463.0,0.447181346,896.0,-0.227116,0.093058081
RP9,437.0,0.42869019,18.0,-0.647506,0.244451025
RPA1,2907.0,0.381710028,170.0,0.288563,0.423110413
RPA2,639.0,0.400070522,793.0,0.266263,0.441173038
RPAIN,471.0,0.394698889,570.0,-0.029139,0.492635965
RPL11,461.0,0.442317923,45.0,-0.205935,-0.065364777
RPL14,5208.0,0.496792394,133.0,-0.125402,-0.02008412
RPL23,3146.0,0.464880603,90.0,0.100037,0.108363101
RPL26,53.0,0.427802183,389.0,0.407698,-0.33673252
RPL31,1260.0,0.451994935,87.0,-0.280372,-0.071822998
RPL34,1350.0,0.436455219,198.0,0.076746,-0.206251544
RPL5,1058.0,0.451564158,75.0,0.107781,-0.090997812
RPL7,1077.0,0.460258279,707.0,-0.669471,-0.285319324
RPS11,373.0,0.483080585,92.0,-0.374593,0.190788849
RPS24,4247.0,0.430653047,142.0,-0.240581,-0.209532607
RPS25,109.0,0.467193878,63.0,-0.045847,0.061139835
RPS27A,743.0,0.450449292,321.0,-0.263306,-0.315990136
RPS3A,306.0,0.426765211,80.0,-0.25859,0.01248258
RPS4X,629.0,0.442998752,96.0,-0.155842,0.082836703
RPS6,2723.0,0.413925579,42.0,-0.216467,-0.409111478
RPS6KA1,828.0,0.389798854,163.0,-0.206572,-0.097992855
RPS6KA4,735.0,0.38455359,226.0,-0.128029,-0.603851005
RPS7,66.0,0.428822459,109.0,-0.538296,-0.081381949
RPTOR,2341.0,0.385169267,805.0,-0.04624,0.100467498
RREB1,3012.0,0.456825357,492.0,0.040965,-0.01724431
RRM1,2304.0,0.437568848,689.0,-0.069926,-0.217087764
RRP8,5071.0,0.446233376,148.0,-0.045689,0.351405813
RRS1,978.0,0.468289248,104.0,-0.427685,-0.355008708
RTN3,1690.0,0.358048129,187.0,-0.302837,-0.51905174
RTN4IP1,1108.0,0.372133716,477.0,-0.162493,-0.321315049
RUNX1,4334.0,0.416076551,1578.0,0.171489,0.163172514
RUNX3,2611.0,0.405217602,439.0,0.424474,-0.361387379
RWDD1,6365.0,0.401367905,746.0,-0.093905,0.4454696
S100A8,71.0,0.444112716,170.0,0.639398,-1.775690699
S100A9,189.0,0.439508357,43.0,0.61703,-1.609314908
SAMD9,1815.0,0.395660052,270.0,0.294232,-0.574217837
SAMD9L,1162.0,0.396305952,1248.0,0.271206,-0.385421926
SAMM50,150.0,0.345249646,197.0,-0.775315,-0.488199521
SAMSN1,684.0,0.407246581,430.0,1.224152,-0.278450847
SAP18,1754.0,0.427429047,39.0,-0.421937,0.291788541
SAP30BP,1541.0,0.449617255,257.0,-0.319017,0.05786014
SAR1A,5213.0,0.411769389,203.0,0.021477,0.049020643
SAR1B,5806.0,0.392367964,253.0,-0.390867,-0.364170481
SARS,1054.0,0.40098191,100.0,-0.205613,0.072944293
SASH3,1369.0,0.387406112,182.0,0.959964,-0.08837518
SCAMP4,1741.0,0.472519575,351.0,-0.130272,-0.342581975
SCO1,8645.0,0.407339367,61.0,0.502573,0.26298566
SDCCAG8,307.0,0.360606297,1542.0,0.76172,0.342966065
SEC11C,205.0,0.423646802,92.0,-0.450789,-0.471251839
SEC13,332.0,0.457264526,210.0,-0.324762,0.122248788
SEC14L1,2986.0,0.420320088,665.0,0.015899,-0.493934796
SEC24B,1221.0,0.400931805,155.0,0.344707,0.338056857
SEC24D,2115.0,0.386600041,297.0,0.326003,-0.061320176
SEC61B,270.0,0.404562259,76.0,-0.319834,-0.59962274
SEMA3F,960.0,0.38837398,318.0,0.751365,0.320604662
SEMA4A,755.0,0.412797256,345.0,0.425774,-0.090190579
SEMA4D,2318.0,0.393173667,572.0,-0.292345,-0.487802332
SERPINA1,1707.0,0.420489385,573.0,1.123113,0.32976881
SERPINB8,2096.0,0.38524815,520.0,0.97746,0.384039911
SETMAR,321.0,0.414235412,398.0,-0.50112,0.185648005
SF1,2419.0,0.374481437,721.0,-0.021284,0.328535488
SF3B2,563.0,0.453902675,40.0,-0.166305,0.184740055
SFXN4,500.0,0.402513841,45.0,-0.499093,-0.100447248
SH3BP1,433.0,0.395530944,313.0,-0.215553,-0.293624021
SH3PXD2B,4870.0,0.420952884,171.0,0.545078,0.005852049
SHMT1,4335.0,0.394510245,509.0,0.041239,0.092890233
SIGLEC1,1590.0,0.42099348,0.0,0.823616,-0.71149421
SIPA1,2933.0,0.437718847,296.0,-0.035404,0.016149527
SIRPA,3027.0,0.429235057,360.0,0.917414,-0.402901063
SKP1,8791.0,0.433886974,179.0,-0.157579,0.087305276
