,3prime,tAI,max_5_UTR_length,TCGA-A8-A06Z,TCGA-A8-A06Z.1
IL1RN,1145.0,0.411881061,408.0,-0.211573,0.337880748
IL4I1,16.0,0.4139018,621.0,-0.203639,-0.200424118
ILF2,656.0,0.426220446,239.0,-0.007154,0.159617548
IMPA2,2898.0,0.383680893,242.0,-0.40331,-0.276269324
INO80,5209.0,0.374025479,351.0,-0.281079,0.127629984
INPP1,263.0,0.395712795,700.0,-1.237071,-0.168296945
INPP5D,1195.0,0.436077769,512.0,-1.208563,-0.490622335
INSR,4801.0,0.380857973,411.0,0.743303,-0.0300318
IPO5,2508.0,0.381335948,180.0,-0.579153,-0.211599089
IRF8,1327.0,0.384714127,507.0,-1.580479,-0.601263656
IRF9,369.0,0.432057622,127.0,-1.77954,-1.074339247
IRGQ,7659.0,0.399674011,156.0,0.179298,-0.391588484
ISCU,607.0,0.454630229,1331.0,-0.681099,0.375035469
ISG15,62.0,0.419522688,77.0,0.893357,-0.915569927
ISG20,952.0,0.419932377,2368.0,-0.608716,-0.800030693
ISOC1,1056.0,0.418535314,18.0,1.874535,0.671304792
ITGB2,415.0,0.457304004,395.0,-0.797492,-0.541258916
ITPKB,2981.0,0.440250717,340.0,-1.625723,-0.197150998
JUNB,496.0,0.414023332,276.0,-1.260755,-0.716049956
JUP,157.0,0.458302936,298.0,0.583094,-0.308240033
KANK2,2291.0,0.394238955,361.0,-0.940616,-0.501990712
KARS,4202.0,0.383913431,144.0,-0.18187,-0.196434764
KDM1A,327.0,0.428444011,149.0,0.111324,-0.215352328
KDM2A,3716.0,0.372295488,864.0,-0.810543,-0.288572463
KDM2B,2488.0,0.393022165,407.0,-0.416168,0.496269104
KDM3B,1327.0,0.37791414,200.0,0.219992,0.415501555
KDM4A,1148.0,0.378142374,166.0,0.113135,0.326449567
KHSRP,1024.0,0.456900489,110.0,-0.684979,-0.197437803
KIAA2013,727.0,0.385456054,191.0,0.734208,-0.055233664
KIF20A,757.0,0.371463873,496.0,0.595396,0.306006397
KIF22,75.0,0.392489541,388.0,-0.14986,0.092014365
KIF2C,588.0,0.387865377,395.0,1.004598,-0.158616993
KIF3B,3792.0,0.390782105,180.0,0.579367,0.421869287
KIF5B,3198.0,0.418236129,470.0,0.323185,0.043149128
KLHL7,3616.0,0.41595405,521.0,0.137889,0.282208069
KTI12,594.0,0.370414154,39.0,0.423529,0.135045348
LAMP1,1311.0,0.390985106,281.0,0.16918,-0.151631783
LANCL2,2422.0,0.433733517,578.0,-0.68013,-0.058466091
LAP3,503.0,0.426841798,162.0,-1.236981,-0.786437608
LDHD,1826.0,0.398770776,52.0,1.65172,0.611519414
LENG1,560.0,0.445950324,48.0,0.236925,1.012863481
LGALS3,159.0,0.420172221,88.0,-2.678765,-0.824551784
LGALS3BP,1225.0,0.419930622,179.0,1.250136,0.201819116
LGALS9,641.0,0.410654931,118.0,-1.12237,-0.078876015
LIN54,4893.0,0.441729058,383.0,-0.172437,0.24966346
LPCAT1,2228.0,0.380803123,133.0,0.187415,-0.289238104
LPCAT4,239.0,0.432241557,94.0,-0.525327,-0.53591448
LPXN,1776.0,0.432350833,254.0,-0.881985,-0.445325088
LRPPRC,2376.0,0.377375074,58.0,-0.103967,-0.013420135
LRRC25,843.0,0.434491636,642.0,-0.474726,-0.145877233
LRRC41,465.0,0.438391248,44.0,0.37579,0.358130359
LRRC59,1755.0,0.423067849,236.0,0.956957,-0.518821552
LSM1,486.0,0.409616526,410.0,-1.371431,-0.249148901
LSM6,1871.0,0.435100303,139.0,-0.682302,-0.340035447
LTA4H,391.0,0.355044638,145.0,-0.025462,0.003931967
LYN,4058.0,0.418972994,282.0,-1.204916,-0.434777678
LYPLAL1,1137.0,0.3973742,157.0,0.736088,1.011546936
LYRM4,6830.0,0.366844497,217.0,-0.629635,0.785445323
LYSMD2,596.0,0.394037378,501.0,-0.437451,-0.64308245
M6PR,1457.0,0.379162834,275.0,0.352291,0.1085402
MAD2L1,4528.0,0.407191351,124.0,-0.22502,-0.260212465
MAFB,2032.0,0.405989564,390.0,-1.210223,0.692541725
MAGED2,327.0,0.466698843,233.0,2.58755,2.051091503
MAGOH,153.0,0.416054235,162.0,0.24045,0.332755478
MAN2B1,128.0,0.381728903,76.0,-0.449281,-0.263164857
MANF,717.0,0.420319188,97.0,0.364208,-0.321350654
MAP4K1,170.0,0.374128007,140.0,-2.452985,-0.438412098
MARCKSL1,768.0,0.468216312,206.0,0.815386,0.963955822
MAX,2676.0,0.337149475,479.0,-0.557343,-0.055604911
MBD2,3723.0,0.420256858,229.0,-0.110895,0.090383491
MBP,4041.0,0.393290432,264.0,-3.172089,-1.126256346
MCM2,662.0,0.460999542,110.0,0.595911,-0.061295612
MCM4,2618.0,0.371821308,942.0,0.625958,0.045428136
MCM5,3214.0,0.470488076,94.0,-0.010563,-0.290942307
MDC1,658.0,0.415783633,440.0,-0.471191,-0.098964383
MDH1,210.0,0.381672323,435.0,-0.079992,-0.310615333
ME1,1535.0,0.411214685,265.0,1.45101,0.522454265
ME3,171.0,0.395156177,377.0,-1.416071,-0.046843145
MECR,1365.0,0.445670958,612.0,0.135878,0.019667172
MED17,2631.0,0.366528813,275.0,-1.164568,-0.00374705
MED19,934.0,0.439623042,93.0,0.011241,-0.534238959
MED28,10307.0,0.440157501,27.0,-1.09203,0.200085238
MED29,4550.0,0.464327351,57.0,0.632815,0.526796588
MEN1,824.0,0.454590692,504.0,-0.135744,0.093943375
METTL13,961.0,0.396264071,347.0,-0.008045,-0.027121411
MGST3,1295.0,0.374563048,428.0,-1.503982,-0.759093962
MIF4GD,787.0,0.397877071,137.0,1.040029,-0.145624201
MINK1,774.0,0.455972684,525.0,-0.622788,0.08394016
MIS12,1334.0,0.420723459,745.0,-0.240805,0.296686338
MLEC,5319.0,0.43043384,173.0,0.352606,-0.223519562
MLX,1636.0,0.386664187,65.0,0.872531,-0.840739707
MMACHC,1852.0,0.382684622,371.0,1.317615,-0.495024809
MMADHC,5382.0,0.406207656,205.0,-0.174157,0.016374614
MMGT1,4451.0,0.406300672,388.0,0.424752,-0.765594925
MMP1,502.0,0.392399458,189.0,-1.104298,-0.579214504
MMP14,1722.0,0.419367787,285.0,-1.717903,-0.252516689
MMP9,193.0,0.404253633,19.0,2.431087,-1.121068492
MORC3,2052.0,0.406702124,375.0,-0.316824,0.05604117
MORF4L1,1066.0,0.420719378,454.0,-1.000071,-0.037301454
MOV10,619.0,0.412681236,1415.0,0.596819,0.176324686
MPDU1,797.0,0.440676037,216.0,0.624361,-0.367828966
MPHOSPH10,87.0,0.404440607,352.0,-0.469296,-0.221575328
MRI1,2018.0,0.459301832,75.0,-0.430689,-0.206107278
MRPL13,1075.0,0.395373051,313.0,1.092705,0.783698634
MRPL15,1888.0,0.407701507,63.0,0.771183,0.267359563
MRPL16,212.0,0.368940255,214.0,0.07755,0.634333405
MRPL17,6554.0,0.424450505,105.0,0.0604,0.323773467
MRPL2,580.0,0.458698472,164.0,-0.393792,0.69233863
MRPL20,187.0,0.445765675,96.0,1.122886,0.444501672
MRPL21,55.0,0.417448467,293.0,-1.089765,0.690537114
MRPL27,2133.0,0.436300758,31.0,0.564859,-0.143246174
MRPL40,113.0,0.406843086,653.0,0.493363,0.650499761
MRPL46,1889.0,0.422788385,25.0,-0.854561,-0.025326795
MRPL48,1284.0,0.368940255,212.0,0.238261,0.27300386
MRPL51,2069.0,0.35376587,169.0,-0.33614,0.966767891
MRPL53,198.0,0.441261883,155.0,0.049619,0.990405782
MRPL9,407.0,0.432679379,437.0,-0.547214,0.550035388
MRPS11,2793.0,0.477818717,1491.0,-0.336756,0.542129695
MRPS15,468.0,0.440649404,164.0,0.936119,0.527263715
MRPS17,1334.0,0.413812124,30.0,0.296276,-0.730088658
MRPS18B,936.0,0.408462865,157.0,0.397918,0.482769214
MRPS36,933.0,0.3748339,84.0,0.799892,0.417116873
MRPS7,453.0,0.455992019,233.0,0.885109,0.799084157
MSI2,5168.0,0.366385762,173.0,1.410566,1.376095712
MSTO1,694.0,0.421389639,1152.0,0.057772,-0.039635699
MT2A,316.0,0.576670685,123.0,-1.90326,-2.680355045
MTA2,684.0,0.459443446,761.0,-0.776715,-0.09775984
MTFMT,1550.0,0.414190941,26.0,-0.707138,-0.071826483
MTHFS,1663.0,0.434592403,179.0,-0.4417,-0.160946586
MTMR1,2442.0,0.424163835,319.0,-0.055456,-0.287853162
MTMR14,421.0,0.371137969,151.0,-0.355022,-0.260078673
MVP,50.0,0.435053297,193.0,0.003853,-0.159514991
MX1,456.0,0.433488503,982.0,-0.680224,-1.091642914
MX2,1812.0,0.430094961,104.0,-1.312331,-0.467083716
MYADM,2833.0,0.384589896,681.0,-0.512329,0.03370175
MYCBP,3972.0,0.381803634,73.0,1.302312,0.363789897
MYL12A,812.0,0.453450746,478.0,-0.806904,-0.749237742
MYO18A,3647.0,0.395788337,484.0,0.153104,0.025605638
MYO9B,1401.0,0.398943925,152.0,-0.441068,-0.050565933
N6AMT1,5137.0,0.427535625,28.0,0.021354,0.10425395
NAA40,3212.0,0.389371031,261.0,-0.303207,-0.496718013
NADK,1672.0,0.3959688,563.0,0.927408,0.271223957
NADSYN1,464.0,0.447848979,126.0,0.471079,-0.085210186
NAGK,1297.0,0.42527382,474.0,-1.413153,-0.591240247
NANS,37.0,0.458552255,132.0,0.268941,0.126785803
NAPA,1862.0,0.477781443,318.0,0.768704,-0.145882277
NAT10,4915.0,0.387474071,245.0,0.07836,-0.304279901
NBAS,140.0,0.414580543,44.0,-0.195862,-0.097610396
NCALD,2767.0,0.374888213,460.0,-0.636301,-0.093660107
NCAPD3,2971.0,0.431957579,606.0,0.914581,0.238333679
NCAPG2,3501.0,0.41630572,200.0,0.28632,0.296824672
NCF1,2381.0,0.415579251,70.0,-0.848296,-0.013366163
NCK2,1267.0,0.457831152,276.0,-0.929779,-0.003116168
NCKIPSD,4981.0,0.449411541,126.0,-0.546473,-0.086339709
NCOA5,1332.0,0.416761948,402.0,-0.071681,0.067036173
NCOA7,3259.0,0.404217869,470.0,-1.400588,-0.008583257
NDC80,61.0,0.356199389,182.0,0.747575,0.073748022
NDRG2,841.0,0.376266446,941.0,-1.568403,-0.787684363
NDUFA4,1685.0,0.439642808,129.0,0.851942,0.123233259
NEU1,667.0,0.413226082,156.0,0.316201,0.57318895
NFATC2IP,3242.0,0.412267479,15.0,-0.255091,0.178509131
NFKB1,708.0,0.4099683,467.0,-1.300803,-0.520966081
NFKB2,153.0,0.424806573,563.0,-0.479615,-0.13037631
NFKBIE,1053.0,0.409138176,25.0,-1.006912,-0.677988021
NGDN,1255.0,0.423783924,27.0,-0.183922,-0.071015203
NGRN,1679.0,0.414477409,50.0,-0.275639,1.192474667
NINJ1,5217.0,0.455972644,71.0,0.775671,0.363286525
NIP7,1593.0,0.443769116,318.0,0.014052,-0.317933721
NIT2,2351.0,0.432361565,74.0,0.742963,0.591715079
NMNAT3,2689.0,0.397393877,1228.0,0.409577,0.879282965
NMT1,3377.0,0.454689408,31.0,0.676569,0.592648854
NONO,1092.0,0.432928506,710.0,0.434813,-0.035978295
NOP14,912.0,0.38067473,187.0,0.590517,-0.23063962
NOP2,785.0,0.393538298,198.0,0.189088,-0.105670558
NOTCH2,6062.0,0.409327653,297.0,0.578664,0.744379739
NPTN,1068.0,0.388989686,197.0,0.646191,0.083233252
NR2C2,6271.0,0.390767743,362.0,-0.529433,0.252361434
NRBF2,883.0,0.43605128,224.0,-0.380846,-0.160726921
NRF1,1901.0,0.447602651,500.0,-0.234576,-0.390724596
NRGN,833.0,0.413631862,152.0,-1.105374,-1.198329784
NRP1,3846.0,0.416817106,523.0,-0.541172,-0.127794931
NSFL1C,1587.0,0.42738001,868.0,0.41712,0.271185889
NSMAF,602.0,0.358586884,214.0,-3.415786,-0.182152209
NTAN1,178.0,0.344459601,320.0,-0.604859,-0.478725849
NUBP1,246.0,0.455923678,142.0,0.208967,0.6232814
NUCKS1,5461.0,0.359398328,271.0,-1.073828,-0.733611399
NUDC,716.0,0.476401948,127.0,0.80009,0.644822065
NUDT16,5489.0,0.428387545,75.0,0.387965,-0.349979649
NUMA1,663.0,0.474508115,436.0,0.74091,0.327702932
NUP93,5678.0,0.382018893,495.0,-0.727718,-0.173016664
NXF1,2943.0,0.375826754,136.0,-0.401118,-0.208608515
OCIAD2,4872.0,0.363821488,322.0,0.298002,0.132630026
OGDH,1071.0,0.396078149,159.0,0.867265,0.483985294
OPA3,7233.0,0.475004358,100.0,0.471865,-0.613558984
OSBPL2,2363.0,0.383456763,571.0,0.213464,0.04994908
OSBPL5,1099.0,0.381371042,158.0,-1.234335,-0.045948695
OVCA2,792.0,0.429983078,65.0,0.807815,0.907122435
P2RX4,573.0,0.442596273,304.0,0.023188,0.291622784
PAAF1,509.0,0.376143366,341.0,0.48015,-0.044300463
PACSIN2,1591.0,0.413490434,405.0,0.107136,0.011614583
PARK7,451.0,0.457171775,163.0,1.26499,1.000465114
PARP1,769.0,0.460215809,171.0,0.403231,-0.015272462
PARP10,332.0,0.422654659,200.0,0.6597,-0.208430145
PARP12,816.0,0.416480622,874.0,-0.281941,-0.175602162
PARP14,2243.0,0.414355918,59.0,0.181537,-0.273987599
PARP9,451.0,0.418102187,327.0,-0.014284,-0.193372758
PARVG,2043.0,0.383803232,484.0,-1.040471,-0.536925655
PBK,750.0,0.413339119,464.0,-0.559844,-0.110914483
PCNA,338.0,0.425000199,239.0,0.382812,0.124890198
PDAP1,2007.0,0.464659554,134.0,0.248601,0.339416924
PDCD2,155.0,0.440448783,111.0,-0.496252,-0.224211019
PDCD2L,48.0,0.433436103,33.0,0.567881,0.472771514
PDCD6IP,3211.0,0.388727459,158.0,-0.390368,-0.380926492
PDHA1,2054.0,0.402514578,145.0,0.459246,-0.160631152
PDHB,2974.0,0.442593378,43.0,1.038982,-0.081006958
PDLIM1,357.0,0.379179626,233.0,-0.501538,-0.192651134
PDXDC1,2055.0,0.375670185,335.0,0.447266,0.128172156
PDXK,6244.0,0.398158884,198.0,-0.526107,-0.634112605
PEBP1,796.0,0.360152166,326.0,0.120464,0.212068074
PEF1,769.0,0.441759403,424.0,0.501334,0.165686914
PELO,5222.0,0.385240523,985.0,0.719511,0.242132788
PEPD,395.0,0.450896903,133.0,-0.413782,-0.279262077
PEX16,585.0,0.43213601,312.0,0.414706,0.470644181
PEX6,946.0,0.370078344,93.0,0.466767,0.215151906
PEX7,2294.0,0.407005497,102.0,0.722848,0.349663196
PFDN5,124.0,0.497062947,117.0,0.069901,0.19980745
PFDN6,574.0,0.470152145,222.0,0.386257,-0.27015236
PGM1,570.0,0.393980016,681.0,-0.111416,-0.101651103
PHB,988.0,0.45268542,190.0,0.220317,0.373894173
PHF10,104.0,0.365149381,79.0,-0.598122,0.099447067
PI4K2A,2692.0,0.385068362,57.0,-0.059815,-0.248786149
PIAS1,3626.0,0.396022529,741.0,-0.318264,0.263196436
PIK3AP1,3866.0,0.407313024,128.0,-0.8639,-0.084548128
PIR,205.0,0.385796208,485.0,1.642749,0.536564051
PITPNC1,4686.0,0.369070722,874.0,-1.895565,-0.100895574
PLA2G4C,585.0,0.406173977,398.0,-3.338653,-0.304737292
PLA2G7,1187.0,0.402486321,269.0,-0.215491,0.029436955
PLAUR,323.0,0.418467601,226.0,-1.250281,-0.231037004
PLCB2,818.0,0.468984469,301.0,-1.421437,0.267896809
PLCG1,3987.0,0.454806205,121.0,-0.868208,-0.239445046
PLD4,273.0,0.377985619,192.0,-2.423712,-0.307502152
PLEKHO1,5192.0,0.424698037,839.0,-1.955292,1.171054615
PLEKHO2,2119.0,0.429714475,134.0,-0.838384,-0.001247225
PLSCR1,10376.0,0.415598704,388.0,-0.887403,0.398611911
PML,3324.0,0.431306474,140.0,-1.472735,-0.586198542
POLR1C,1131.0,0.439933821,86.0,-0.239131,0.014897311
POLR1D,1469.0,0.427162265,456.0,-0.425044,0.040097645
POLR2F,1600.0,0.47244007,250.0,0.232091,-1.172919832
POLR2H,1065.0,0.427596015,1167.0,-0.022975,-0.306906451
POLR3H,3481.0,0.444306047,388.0,0.330996,0.158126221
POLR3K,1023.0,0.473025152,46.0,1.256194,-0.03455291
PPA2,660.0,0.432735716,20.0,0.078464,0.616941801
PPIE,4556.0,0.446406574,56.0,0.190854,0.373138922
PPIL1,1921.0,0.453832883,252.0,-0.627759,-0.252923226
PPP1R14B,282.0,0.457456004,268.0,-0.985115,-0.851524972
PRC1,1136.0,0.367783806,234.0,-0.059312,0.014263864
PRCC,357.0,0.381841119,290.0,-0.267902,-0.099266756
PRDX1,303.0,0.414090753,341.0,1.605629,1.165517764
PRDX6,944.0,0.433706552,51.0,-0.089144,0.266144221
PREB,658.0,0.378530018,403.0,-0.022028,-0.845254443
PREP,579.0,0.425974009,233.0,-0.383912,-0.619887166
PRG4,784.0,0.366727173,51.0,-4.453385,-0.283879132
PRIM2,1166.0,0.350864643,125.0,-0.634028,0.375607614
PRKAB1,1305.0,0.365943644,289.0,-0.039356,0.467033028
PRKAR2A,5019.0,0.427443141,254.0,0.329738,-0.085400632
PRKCB,5795.0,0.38010529,197.0,-3.722313,-0.27375493
PRKCD,451.0,0.404392693,469.0,2.308736,1.637758322
PRKRA,683.0,0.420894136,659.0,-0.562968,-0.037015153
PRKRIP1,3224.0,0.453589322,55.0,-0.125199,0.89737192
PRMT5,393.0,0.386451423,508.0,-0.347443,-0.010297412
PRMT7,3655.0,0.450088803,850.0,0.184591,0.030135835
PROCR,549.0,0.357872186,218.0,1.438579,-0.622839993
PRPS1,3908.0,0.466551451,409.0,-0.217551,-0.071990774
PRPSAP1,2056.0,0.390811115,688.0,0.216093,-0.480577097
PRRC1,3173.0,0.409170839,188.0,0.626404,0.23792941
PSMA5,2997.0,0.446573967,225.0,1.019201,0.336537295
PSMA6,187.0,0.423632682,445.0,0.069992,-0.247245111
PSMB10,58.0,0.455018511,128.0,-0.085111,-0.410617318
PSMB2,3775.0,0.389848815,412.0,1.161352,-0.068993448
PSMB8,242.0,0.411206622,522.0,-0.440139,-0.372528782
PSMB9,5497.0,0.431095699,69.0,-0.867452,0.022512271
PSMC3,66.0,0.485654947,194.0,-0.10305,0.024152648
PSMD11,2567.0,0.390095635,61.0,1.316614,0.361891815
PSMD13,384.0,0.437236365,242.0,0.5355,0.63385821
PSMD8,450.0,0.458928351,52.0,0.425282,-0.004878735
PSME2,53.0,0.443656162,65.0,-0.152927,-0.483362252
PSMG1,5308.0,0.427553471,578.0,0.446622,-0.266015404
PSTPIP2,1923.0,0.429639796,96.0,-0.832551,-0.364100399
PTBP1,1504.0,0.473818895,106.0,0.157689,0.383595549
PTDSS1,3765.0,0.367954205,423.0,1.380026,-0.109957807
PTGS1,3346.0,0.37260918,633.0,0.249842,-0.299493418
PTP4A1,3419.0,0.421202001,1153.0,-0.584293,0.836840065
PTPMT1,1899.0,0.450492628,193.0,0.116048,-0.407653014
PTPN18,2185.0,0.381656528,101.0,0.834025,-1.400274728
PTPN7,1593.0,0.440747449,781.0,-1.355743,0.327406322
PTPRE,2994.0,0.426620112,1843.0,-0.525099,-0.044029302
PTPRF,4571.0,0.452810321,356.0,1.14944,0.44071948
PTRH2,3186.0,0.370743372,1544.0,0.521908,-0.550852449
PWWP2B,819.0,0.424412275,29.0,0.150776,-0.13288524
PYCR2,578.0,0.474148407,230.0,1.068902,0.974843995
PYGL,175.0,0.392036998,127.0,0.820109,0.346126839
QARS,97.0,0.458996209,396.0,-0.295719,-0.095644118
RAB11FIP1,4277.0,0.380614122,56.0,-1.602323,-0.244258104
RAB12,1120.0,0.38483812,283.0,-0.253792,-0.45840887
RAB21,5246.0,0.435367738,267.0,0.866693,0.253364483
RAB31,3231.0,0.437498832,175.0,-1.634758,-0.998950742
RAB35,2172.0,0.408841719,189.0,-0.396758,-0.63754972
RAB7A,1376.0,0.419395127,232.0,0.862505,0.062644334
RAB8B,4163.0,0.425956778,96.0,-1.094799,-0.445639941
RAB9A,1716.0,0.417525007,283.0,-0.004089,0.206268336
RABGGTA,77.0,0.387342734,512.0,-0.222993,-0.299832023
RABGGTB,440.0,0.409412379,78.0,1.009187,-1.103880982
RABIF,4760.0,0.447399225,159.0,-0.196392,-0.300029363
RACGAP1,1895.0,0.366370127,354.0,0.251003,0.003257419
RAD9A,924.0,0.444046557,185.0,-0.709258,-0.354918347
RAE1,1112.0,0.432613552,365.0,0.151632,0.271817453
RAI1,1472.0,0.455620822,469.0,-0.702678,-0.227190277
RAN,2043.0,0.442855294,361.0,-0.165694,0.19788189
RANBP10,3359.0,0.379453562,1256.0,0.00946,-0.017050248
RANGAP1,3145.0,0.481547647,765.0,-0.058911,-0.188656119
RAPGEF1,2727.0,0.425793135,159.0,-0.523684,-0.427149818
RARS,114.0,0.423508657,41.0,0.313488,0.171110898
RBBP4,6506.0,0.404056961,164.0,0.959506,0.317540286
RBBP5,3098.0,0.421849625,474.0,0.278961,0.043038093
RBKS,251.0,0.392307233,1371.0,-0.499754,-0.625916592
RBM12,3599.0,0.375183789,304.0,-0.040084,0.141462055
RBM14,3443.0,0.468008211,139.0,0.035938,-0.214287946
RBM4B,5277.0,0.396841232,170.0,-0.787914,-0.650686544
RBMX,1201.0,0.353737079,210.0,-0.297835,-1.112057684
RBPJ,4223.0,0.4178224,518.0,-0.586049,0.032161607
RBX1,821.0,0.46562919,52.0,0.08289,-0.241884303
RC3H1,7637.0,0.410085914,87.0,0.275451,0.187383052
RCCD1,1773.0,0.374130224,280.0,-0.151053,0.185681593
RCOR1,4070.0,0.439565312,228.0,-0.686011,0.127104114
REEP4,591.0,0.460338979,469.0,-0.94838,-0.21627913
REEP5,2962.0,0.457536941,144.0,1.044242,-0.253620011
RELB,408.0,0.418226182,131.0,-1.152703,-0.455723492
REPIN1,2683.0,0.45080531,489.0,0.310784,0.027216368
RFC4,89.0,0.411167541,282.0,0.277189,0.037038464
RFK,1882.0,0.429285662,357.0,0.414282,0.285470203
RFX5,1546.0,0.386685917,221.0,-0.23983,-0.032541224
RFXAP,1850.0,0.421314391,156.0,-0.432247,-0.587271049
RHBDF2,740.0,0.423256567,294.0,-0.735821,-0.089233317
RHOT2,568.0,0.454546166,881.0,0.409283,0.230301
RNASE2,179.0,0.384567964,71.0,-1.579332,1.589815438
RNASEH2B,3930.0,0.37625722,399.0,-0.300348,-0.178167376
RNASET2,1070.0,0.374792559,407.0,0.614105,0.768046031
RNF114,1751.0,0.459950313,36.0,0.142534,-0.105485907
RNF167,289.0,0.375291206,776.0,0.045561,-0.794676647
RNF20,5226.0,0.396317502,92.0,0.15398,0.226253682
RNF213,5288.0,0.417718743,150.0,1.004888,-0.253997361
RNF216,2819.0,0.430061571,259.0,0.044207,0.820771649
RNF25,102.0,0.375620157,88.0,-0.170385,0.507748696
RNF31,88.0,0.389352607,358.0,-0.628249,0.019603749
RNLS,1252.0,0.416402283,135.0,1.778708,-0.27172039
RNMT,4581.0,0.415128602,241.0,0.227496,0.415659426
RNPEP,463.0,0.447181346,896.0,0.464453,0.370099833
RP9,437.0,0.42869019,18.0,0.067122,-0.283425654
RPA1,2907.0,0.381710028,170.0,1.066386,0.458322382
RPA2,639.0,0.400070522,793.0,0.290359,0.665035834
RPAIN,471.0,0.394698889,570.0,-0.762126,0.877486829
RPL11,461.0,0.442317923,45.0,-0.1796,0.33794499
RPL14,5208.0,0.496792394,133.0,-0.60735,-0.610933527
RPL23,3146.0,0.464880603,90.0,0.335874,-0.032464286
RPL26,53.0,0.427802183,389.0,0.112211,-0.525414076
RPL31,1260.0,0.451994935,87.0,-0.710413,-0.322295062
RPL34,1350.0,0.436455219,198.0,-1.023878,-0.492845093
RPL5,1058.0,0.451564158,75.0,0.1934,-0.096661622
RPL7,1077.0,0.460258279,707.0,0.609209,-0.654644526
RPS11,373.0,0.483080585,92.0,-0.902431,-0.202716256
RPS24,4247.0,0.430653047,142.0,-0.322029,-0.694110368
RPS25,109.0,0.467193878,63.0,-0.630102,-0.200646522
RPS27A,743.0,0.450449292,321.0,-1.123931,0.140307692
RPS3A,306.0,0.426765211,80.0,-0.903171,-0.074852254
RPS4X,629.0,0.442998752,96.0,0.073119,-0.076189682
RPS6,2723.0,0.413925579,42.0,-0.806699,-0.317385183
RPS6KA1,828.0,0.389798854,163.0,1.155023,0.452286976
RPS6KA4,735.0,0.38455359,226.0,-0.628714,-0.148295574
RPS7,66.0,0.428822459,109.0,-1.089471,0.167216455
RPTOR,2341.0,0.385169267,805.0,0.493993,0.184458906
RREB1,3012.0,0.456825357,492.0,-0.167082,0.124131676
RRM1,2304.0,0.437568848,689.0,0.102087,-0.279092447
RRP8,5071.0,0.446233376,148.0,-0.155864,0.321381935
RRS1,978.0,0.468289248,104.0,0.871709,-0.254473661
RTN3,1690.0,0.358048129,187.0,0.569799,-0.320401809
RTN4IP1,1108.0,0.372133716,477.0,0.080584,-0.034869606
RUNX1,4334.0,0.416076551,1578.0,-0.965254,0.068155778
RUNX3,2611.0,0.405217602,439.0,-2.049583,-0.267573344
RWDD1,6365.0,0.401367905,746.0,-0.202273,0.557766423
S100A8,71.0,0.444112716,170.0,-3.137149,-1.361135121
S100A9,189.0,0.439508357,43.0,-2.559431,-1.878017245
SAMD9,1815.0,0.395660052,270.0,0.422831,-0.271182152
SAMD9L,1162.0,0.396305952,1248.0,-1.036601,-0.506535709
SAMM50,150.0,0.345249646,197.0,-0.248102,-0.330866961
SAMSN1,684.0,0.407246581,430.0,-1.101934,0.434896467
SAP18,1754.0,0.427429047,39.0,-0.049059,0.086561864
SAP30BP,1541.0,0.449617255,257.0,0.016165,0.482975358
SAR1A,5213.0,0.411769389,203.0,0.025233,0.058824067
SAR1B,5806.0,0.392367964,253.0,1.541281,0.969950686
SARS,1054.0,0.40098191,100.0,0.516599,0.18252109
SASH3,1369.0,0.387406112,182.0,-1.285178,-0.413642539
SCAMP4,1741.0,0.472519575,351.0,0.024435,-0.00113067
SCO1,8645.0,0.407339367,61.0,0.728657,0.940525584
SDCCAG8,307.0,0.360606297,1542.0,-0.207905,-0.086007945
SEC11C,205.0,0.423646802,92.0,1.195758,-1.421945859
SEC13,332.0,0.457264526,210.0,-0.297034,0.04541391
SEC14L1,2986.0,0.420320088,665.0,0.013765,0.241452649
SEC24B,1221.0,0.400931805,155.0,-0.307535,-0.108619979
SEC24D,2115.0,0.386600041,297.0,0.142304,-0.380506675
SEC61B,270.0,0.404562259,76.0,0.052594,-0.642390945
SEMA4A,755.0,0.412797256,345.0,-3.266355,-3.508084074
SEMA4D,2318.0,0.393173667,572.0,-0.02971,0.419711729
SERPINA1,1707.0,0.420489385,573.0,-0.365806,-0.317314607
SERPINB8,2096.0,0.38524815,520.0,-1.292329,-0.427135035
SETMAR,321.0,0.414235412,398.0,-0.48812,-0.689806446
SF1,2419.0,0.374481437,721.0,-0.304183,0.118996409
SF3B2,563.0,0.453902675,40.0,-0.543995,0.201345372
SFXN4,500.0,0.402513841,45.0,0.843454,0.284714571
SH3BP1,433.0,0.395530944,313.0,-0.202308,-0.493220941
SH3PXD2B,4870.0,0.420952884,171.0,-1.252973,-0.118024954
SHMT1,4335.0,0.394510245,509.0,0.493906,0.332517294
SIGLEC1,1590.0,0.42099348,0.0,-0.759348,-0.224312768
SIPA1,2933.0,0.437718847,296.0,-0.154224,-0.374612838
SIRPA,3027.0,0.429235057,360.0,-1.043315,-0.109966602
SKP1,8791.0,0.433886974,179.0,1.031112,0.470454692
SLBP,3046.0,0.391438372,553.0,0.116403,-0.028092364
SLC25A10,1929.0,0.386184273,191.0,0.868671,-0.04072752
SLC25A19,477.0,0.386093473,224.0,0.903105,0.036320372
SLC25A20,787.0,0.382641976,199.0,0.60942,0.49737536
SLC25A3,504.0,0.383836987,354.0,0.083798,-0.309592792
